IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2533,25,37,25,18,1144139,1908027,2007,04/15/2016 08:55:02 AM,41.90364913,-87.7459875,"(41.903649133, -87.745987498)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1034,10,25,31,14,1163438,1887245,2007,04/15/2016 08:55:02 AM,41.84623704,-87.67568256,"(41.846237041, -87.675682564)"
5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,2535,25,26,23,26,1152127,1910655,2007,04/15/2016 08:55:02 AM,41.91070678,-87.71657609,"(41.910706782, -87.716576094)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,TRUE,FALSE,331,3,5,42,18,1192337,1862034,2007,04/15/2016 08:55:02 AM,41.77640043,-87.57044804,"(41.776400433, -87.570448042)"
2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,1531,15,37,25,18,1143175,1905857,2007,04/15/2016 08:55:02 AM,41.89771246,-87.74958277,"(41.897712464, -87.749582774)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,322,3,6,69,18,1179238,1859127,2007,04/15/2016 08:55:02 AM,41.76873216,-87.61855624,"(41.768732163, -87.618556236)"
820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,423,4,7,46,6,1193969,1849574,2007,04/15/2016 08:55:02 AM,41.74216936,-87.56487338,"(41.742169359, -87.564873379)"
1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,FALSE,FALSE,1522,15,29,25,14,1139481,1897792,2007,04/15/2016 08:55:02 AM,41.87564925,-87.76334738,"(41.875649253, -87.763347379)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1731,17,30,16,14,1147329,1922261,2007,04/15/2016 08:55:02 AM,41.94264805,-87.73390429,"(41.942648046, -87.733904286)"
2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,322,3,6,69,18,1180119,1859002,2007,04/15/2016 08:55:02 AM,41.76836901,-87.61533078,"(41.768369014, -87.61533078)"
2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,423,4,7,46,26,1195960,1849560,2007,04/15/2016 08:55:02 AM,41.74208192,-87.55757899,"(41.742081921, -87.557578989)"
1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,2113,2,3,35,11,1177258,1883490,2007,04/15/2016 08:55:02 AM,41.83563143,-87.62507803,"(41.835631433, -87.62507803)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,312,3,20,42,18,1180369,1861848,2007,04/15/2016 08:55:02 AM,41.776173,-87.61432721,"(41.776172995, -87.614327205)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,312,3,20,42,14,1182802,1862091,2007,04/15/2016 08:55:02 AM,41.77678364,-87.60540056,"(41.776783643, -87.605400556)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,234,2,3,40,17,1179796,1871087,2007,04/15/2016 08:55:02 AM,41.80153881,-87.61614523,"(41.801538809, -87.616145232)"
1090,ARSON,ATTEMPT ARSON,RESIDENCE-GARAGE,FALSE,FALSE,2521,25,30,19,9,1141501,1920456,2007,04/15/2016 08:55:02 AM,41.93780479,-87.75536991,"(41.937804787, -87.755369907)"
1340,CRIMINAL DAMAGE,TO STATE SUP PROP,GOVERNMENT BUILDING/PROPERTY,TRUE,FALSE,1411,14,1,21,14,1158512,1920081,2007,04/15/2016 08:55:02 AM,41.93644403,-87.69286123,"(41.936444034, -87.692861227)"
560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,524,5,34,53,23,1169112,1826837,2007,04/15/2016 08:55:02 AM,41.68034854,-87.6566035,"(41.680348543, -87.656603502)"
460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,724,7,17,68,17,1169680,1861029,2007,04/15/2016 08:55:02 AM,41.77416412,-87.65353592,"(41.774164116, -87.653535923)"
1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,TRUE,FALSE,312,3,20,42,16,1180047,1861654,2007,04/15/2016 08:55:02 AM,41.77564802,-87.61551356,"(41.775648021, -87.615513559)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1814,18,43,7,7,1173568,1914564,2007,04/15/2016 08:55:02 AM,41.92098318,-87.63769359,"(41.920983178, -87.637693589)"
141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,722,7,6,68,15,1174651,1859743,2007,04/15/2016 08:55:02 AM,41.77052591,-87.63535149,"(41.770525914, -87.635351487)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,434,4,10,51,7,1195516,1836299,2007,04/15/2016 08:55:02 AM,41.70570352,-87.55964245,"(41.705703517, -87.559642448)"
3960,INTIMIDATION,INTIMIDATION,OTHER,TRUE,FALSE,232,2,3,37,26,1176005,1871170,2007,04/15/2016 08:55:02 AM,41.80185253,-87.63004566,"(41.801852528, -87.630045663)"
1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,TRUE,TRUE,733,7,17,68,20,1170253,1856141,2007,04/15/2016 08:55:02 AM,41.76073838,-87.65157744,"(41.760738384, -87.651577441)"
890,THEFT,FROM BUILDING,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,1833,18,42,8,6,1176231,1905475,2007,04/15/2016 08:55:02 AM,41.89598287,-87.62818377,"(41.895982869, -87.628183771)"
1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,FALSE,712,7,16,68,14,1171984,1865568,2007,04/15/2016 08:55:02 AM,41.78656937,-87.6449567,"(41.786569368, -87.644956704)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,823,8,13,65,14,1151274,1862870,2007,04/15/2016 08:55:02 AM,41.77959555,-87.72096144,"(41.779595547, -87.720961436)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1311,12,26,24,7,1157541,1906626,2007,04/15/2016 08:55:02 AM,41.89954232,-87.69679679,"(41.899542317, -87.696796793)"
2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,812,8,13,64,26,1137770,1863810,2007,04/15/2016 08:55:02 AM,41.7824283,-87.77044714,"(41.782428304, -87.770447143)"
820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1211,12,2,28,6,1165113,1897433,2007,04/15/2016 08:55:02 AM,41.87415848,-87.66924622,"(41.874158475, -87.669246221)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,213,2,4,38,26,1181185,1877618,2007,04/15/2016 08:55:02 AM,41.81942848,-87.61084994,"(41.819428484, -87.610849941)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,612,6,17,71,26,1168016,1853685,2007,04/15/2016 08:55:02 AM,41.75404715,-87.65984663,"(41.754047147, -87.659846626)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,713,7,15,67,17,1167037,1864677,2007,04/15/2016 08:55:02 AM,41.78423161,-87.66312045,"(41.784231609, -87.663120447)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2333,19,44,6,14,1171684,1919257,2007,04/15/2016 08:55:02 AM,41.93390271,-87.64447724,"(41.933902707, -87.644477241)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,TRUE,724,7,17,68,14,1170496,1859363,2007,04/15/2016 08:55:02 AM,41.76957467,-87.6505931,"(41.769574669, -87.650593104)"
820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1731,17,38,16,6,1147763,1923764,2007,04/15/2016 08:55:02 AM,41.94676406,-87.73227038,"(41.946764064, -87.73227038)"
1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,FALSE,FALSE,732,7,17,68,11,1172585,1855675,2007,04/15/2016 08:55:02 AM,41.75940859,-87.64304427,"(41.759408588, -87.643044272)"
610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,631,6,8,44,5,1183978,1851276,2007,04/15/2016 08:55:02 AM,41.74707883,-87.60142677,"(41.747078826, -87.601426771)"
2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,TRUE,FALSE,221,2,3,38,26,1178321,1876385,2007,04/15/2016 08:55:02 AM,41.81611063,-87.62139361,"(41.81611063, -87.621393611)"
2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,212,2,4,36,26,1181060,1879594,2007,04/15/2016 08:55:02 AM,41.82485366,-87.61124757,"(41.82485366, -87.611247567)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,711,7,20,68,17,1174606,1865053,2007,04/15/2016 08:55:02 AM,41.78509815,-87.63535846,"(41.785098145, -87.635358455)"
1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,424,4,10,46,14,1199952,1849014,2007,04/15/2016 08:55:02 AM,41.74048398,-87.54297108,"(41.740483975, -87.54297108)"
2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,713,7,16,67,18,1166742,1863261,2007,04/15/2016 08:55:02 AM,41.78035223,-87.66424243,"(41.780352232, -87.66424243)"
870,THEFT,POCKET-PICKING,BAR OR TAVERN,FALSE,FALSE,2331,19,44,6,6,1170328,1922562,2007,04/15/2016 08:55:02 AM,41.94300156,-87.64936355,"(41.943001555, -87.649363553)"
890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,124,1,42,32,6,1177320,1899821,2007,04/15/2016 08:55:02 AM,41.88044337,-87.62435572,"(41.880443372, -87.624355722)"
915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,FALSE,FALSE,835,8,18,66,7,1157641,1855909,2007,04/15/2016 08:55:02 AM,41.76036673,-87.69780759,"(41.760366729, -87.697807585)"
031A,ROBBERY,ARMED: HANDGUN,RESIDENCE,TRUE,FALSE,712,7,16,68,3,1169684,1864794,2007,04/15/2016 08:55:02 AM,41.78449564,-87.65341213,"(41.784495643, -87.653412131)"
810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1834,18,42,8,6,1179279,1903707,2007,04/15/2016 08:55:02 AM,41.89106211,-87.61704346,"(41.891062111, -87.617043461)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,2533,25,37,19,14,1142240,1912259,2007,04/15/2016 08:55:02 AM,41.91529768,-87.75285785,"(41.915297676, -87.752857849)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2522,25,31,19,17,1143046,1915179,2007,04/15/2016 08:55:02 AM,41.92329545,-87.74982366,"(41.923295453, -87.749823656)"
810,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,1424,14,1,24,6,1160640,1910588,2007,04/15/2016 08:55:02 AM,41.91035069,-87.68530424,"(41.910350694, -87.685304235)"
810,THEFT,OVER $500,STREET,FALSE,FALSE,2122,2,4,35,6,1180423,1883830,2007,04/15/2016 08:55:02 AM,41.83649222,-87.61345428,"(41.836492218, -87.61345428)"
560,ASSAULT,SIMPLE,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,1424,14,1,24,23,1160796,1910092,2006,04/15/2016 08:55:02 AM,41.9089864,-87.68474493,"(41.908986397, -87.68474493)"
820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,433,4,10,55,6,1201421,1817060,2007,04/15/2016 08:55:02 AM,41.65276221,-87.53866912,"(41.652762209, -87.53866912)"
890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,222,2,3,38,6,1180807,1875302,2007,04/15/2016 08:55:02 AM,41.81308191,-87.61230787,"(41.813081911, -87.61230787)"
620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,714,7,15,67,5,1164043,1865293,2007,04/15/2016 08:55:02 AM,41.78598551,-87.67408032,"(41.785985508, -87.674080324)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,324,3,5,69,17,1185152,1856627,2007,04/15/2016 08:55:02 AM,41.76173502,-87.59695715,"(41.761735016, -87.596957147)"
810,THEFT,OVER $500,VACANT LOT/LAND,FALSE,FALSE,713,7,16,67,6,1169127,1868181,2007,04/15/2016 08:55:02 AM,41.79380204,-87.65535639,"(41.793802035, -87.65535639)"
560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1412,14,35,21,23,1152091,1918385,2007,04/15/2016 08:55:02 AM,41.93191928,-87.71650409,"(41.931919283, -87.716504085)"
1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1412,14,35,21,14,1151862,1919945,2007,04/15/2016 08:55:02 AM,41.93620457,-87.71730444,"(41.936204567, -87.717304439)"
1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,TRUE,914,9,12,61,17,1164415,1875803,2007,04/15/2016 08:55:02 AM,41.81481839,-87.67242009,"(41.814818387, -87.672420094)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2525,25,26,22,18,1151092,1913362,2007,04/15/2016 08:55:02 AM,41.9181554,-87.72030725,"(41.918155398, -87.720307252)"
1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,TRUE,1423,14,26,24,14,1157818,1909531,2007,04/15/2016 08:55:02 AM,41.90750824,-87.69570006,"(41.907508238, -87.69570006)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,234,2,20,40,17,1180742,1865342,2007,04/15/2016 08:55:02 AM,41.7857523,-87.61285251,"(41.7857523, -87.612852505)"
620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,911,9,14,63,5,1156582,1870322,2007,04/15/2016 08:55:02 AM,41.79993952,-87.70130062,"(41.799939516, -87.701300623)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,1323,12,27,24,14,1169052,1903400,2007,04/15/2016 08:55:02 AM,41.89044781,-87.65461083,"(41.890447813, -87.654610828)"
320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,725,7,17,67,3,1167163,1860077,2007,04/15/2016 08:55:02 AM,41.77160593,-87.66278999,"(41.771605931, -87.662789991)"
1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,321,3,5,42,14,1184031,1861195,2007,04/15/2016 08:55:02 AM,41.7742963,-87.60092312,"(41.774296301, -87.600923115)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,532,5,9,53,26,1179768,1824321,2007,04/15/2016 08:55:02 AM,41.67320797,-87.61767411,"(41.673207966, -87.617674109)"
915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,FALSE,FALSE,613,6,21,71,7,1169422,1850240,2007,04/15/2016 08:55:02 AM,41.74456328,-87.65479366,"(41.744563281, -87.654793663)"
890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,331,3,5,43,6,1192077,1859378,2007,04/15/2016 08:55:02 AM,41.7691185,-87.57148742,"(41.769118498, -87.57148742)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1131,11,24,29,7,1147047,1894998,2007,04/15/2016 08:55:02 AM,41.86784095,-87.73563897,"(41.867840946, -87.73563897)"
2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,1311,12,26,24,26,1157293,1907855,2007,04/15/2016 08:55:02 AM,41.90291985,-87.69767425,"(41.902919845, -87.69767425)"
1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,922,9,11,59,14,1164963,1879965,2007,04/15/2016 08:55:02 AM,41.82622779,-87.67029214,"(41.826227791, -87.670292143)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,322,3,6,69,7,1180577,1858047,2007,04/15/2016 08:55:02 AM,41.76573789,-87.61368129,"(41.765737892, -87.613681293)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,TRUE,FALSE,313,3,20,42,14,1183961,1863890,2007,04/15/2016 08:55:02 AM,41.78169326,-87.6010956,"(41.78169326, -87.601095597)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1924,19,32,5,14,1163400,1922933,2007,04/15/2016 08:55:02 AM,41.94416847,-87.67481678,"(41.944168468, -87.674816778)"
610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,734,7,17,67,5,1168095,1857667,2007,04/15/2016 08:55:02 AM,41.76497259,-87.6594428,"(41.764972589, -87.659442802)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,815,8,23,62,14,1148273,1868765,2007,04/15/2016 08:55:02 AM,41.79583048,-87.73181242,"(41.795830481, -87.731812422)"
2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,TRUE,124,1,2,28,26,1173362,1893147,2016,05/13/2016 03:51:16 PM,41.86221827,-87.63908716,"(41.862218265, -87.639087164)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1222,12,25,31,26,1165632,1891466,2007,04/15/2016 08:55:02 AM,41.85777347,-87.66751062,"(41.857773474, -87.667510615)"
1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,324,3,5,43,14,1186382,1857531,2007,04/15/2016 08:55:02 AM,41.76418669,-87.59242059,"(41.764186693, -87.59242059)"
820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,132,1,2,33,6,1177239,1894476,2007,04/15/2016 08:55:02 AM,41.86577821,-87.62481515,"(41.865778213, -87.624815146)"
890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,733,7,17,68,6,1169904,1856795,2007,04/15/2016 08:55:02 AM,41.76254063,-87.65283758,"(41.762540627, -87.652837581)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,313,3,20,42,14,1182777,1864079,2007,04/15/2016 08:55:02 AM,41.78223948,-87.60543051,"(41.782239479, -87.605430513)"
2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,723,7,6,68,18,1172545,1860445,2007,04/15/2016 08:55:02 AM,41.77249893,-87.64305057,"(41.772498926, -87.643050574)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1711,17,50,13,26,1153388,1939931,2007,04/15/2016 08:55:02 AM,41.9910172,-87.71116287,"(41.991017199, -87.711162866)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,934,9,3,61,7,1173061,1868422,2007,04/15/2016 08:55:02 AM,41.79437732,-87.6409236,"(41.794377322, -87.640923597)"
420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,713,7,15,67,19,1167389,1864003,2007,04/15/2016 08:55:02 AM,41.78237453,-87.66184918,"(41.782374533, -87.661849176)"
1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,715,7,15,67,18,1163971,1867918,2007,04/15/2016 08:55:02 AM,41.79319036,-87.67427053,"(41.793190357, -87.674270532)"
610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,331,3,5,43,5,1192476,1858354,2007,04/15/2016 08:55:02 AM,41.76629886,-87.57005821,"(41.766298856, -87.570058212)"
1320,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,FALSE,FALSE,434,4,10,51,14,1193897,1835873,2007,04/15/2016 08:55:02 AM,41.70457429,-87.56558489,"(41.704574292, -87.565584886)"
560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,723,7,17,68,23,1171118,1860875,2007,04/15/2016 08:55:02 AM,41.77371021,-87.64826899,"(41.773710208, -87.648268988)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,234,2,20,40,14,1179445,1867749,2007,04/15/2016 08:55:02 AM,41.79238706,-87.61753441,"(41.792387062, -87.617534405)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,421,4,7,43,7,1196126,1856148,2007,04/15/2016 08:55:02 AM,41.76015578,-87.55675291,"(41.76015578, -87.556752911)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1821,18,27,8,14,1173068,1909520,2007,04/15/2016 08:55:02 AM,41.90715332,-87.63968057,"(41.907153315, -87.639680572)"
560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1723,17,33,16,23,1151029,1926573,2007,04/15/2016 08:55:02 AM,41.9544087,-87.72019157,"(41.954408695, -87.720191572)"
810,THEFT,OVER $500,STREET,FALSE,FALSE,713,7,16,67,6,1167956,1867436,2007,04/15/2016 08:55:02 AM,41.79178293,-87.65967178,"(41.791782929, -87.659671776)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,112,1,2,32,7,1174778,1898837,2007,04/15/2016 08:55:02 AM,41.87780046,-87.63371905,"(41.877800461, -87.633719047)"
460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,714,7,15,67,17,1164041,1865341,2007,04/15/2016 08:55:02 AM,41.78611727,-87.67408631,"(41.786117269, -87.674086308)"
460,BATTERY,SIMPLE,STREET,FALSE,FALSE,725,7,15,67,17,1166429,1862103,2007,04/15/2016 08:55:02 AM,41.77718121,-87.66542292,"(41.77718121, -87.665422917)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,734,7,17,67,17,1168859,1858688,2007,04/15/2016 08:55:02 AM,41.76775789,-87.65661308,"(41.767757885, -87.656613078)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,712,7,16,68,14,1172005,1864776,2007,04/15/2016 08:55:02 AM,41.78439557,-87.64490296,"(41.784395569, -87.644902958)"
910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1424,14,1,24,7,1160324,1910579,2007,04/15/2016 08:55:02 AM,41.91033254,-87.68646535,"(41.910332543, -87.686465348)"
1340,CRIMINAL DAMAGE,TO STATE SUP PROP,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,321,3,20,42,14,1184015,1861784,2007,04/15/2016 08:55:02 AM,41.77591295,-87.60096338,"(41.775912945, -87.60096338)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,324,3,8,43,17,1189285,1856594,2007,04/15/2016 08:55:02 AM,41.76154638,-87.58181055,"(41.761546376, -87.581810554)"
560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,912,9,14,58,23,1156792,1874479,2007,04/15/2016 08:55:02 AM,41.81134264,-87.70041822,"(41.811342641, -87.700418224)"
1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,726,7,15,67,14,1163454,1862509,2007,04/15/2016 08:55:02 AM,41.77835822,-87.67631789,"(41.778358218, -87.676317887)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,414,4,8,45,14,1188681,1851335,2007,04/15/2016 08:55:02 AM,41.74712966,-87.58419207,"(41.74712966, -87.584192071)"
486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,324,3,5,69,17,1184646,1856830,2007,04/15/2016 08:55:02 AM,41.76230394,-87.59880531,"(41.762303939, -87.598805314)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,712,7,16,68,14,1171269,1867439,2007,04/15/2016 08:55:02 AM,41.79171928,-87.64752354,"(41.791719281, -87.647523539)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,321,3,6,42,14,1182070,1859772,2007,04/15/2016 08:55:02 AM,41.77043706,-87.6081557,"(41.770437055, -87.608155696)"
031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,1933,19,43,7,3,1170537,1916333,2007,04/15/2016 08:55:02 AM,41.92590433,-87.64877819,"(41.92590433, -87.64877819)"
051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,2533,25,37,25,22,1142809,1907673,2007,04/15/2016 08:55:02 AM,41.9027026,-87.75088178,"(41.902702601, -87.750881784)"
320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,1031,10,22,30,3,1150170,1884913,2007,04/15/2016 08:55:02 AM,41.84010623,-87.72443632,"(41.840106225, -87.724436322)"
610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,815,8,23,57,5,1147864,1871430,2007,04/15/2016 08:55:02 AM,41.80315149,-87.73324404,"(41.803151494, -87.733244042)"
560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1311,12,26,23,23,1156058,1905752,2007,04/15/2016 08:55:02 AM,41.89717405,-87.70226748,"(41.897174047, -87.702267476)"
820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1814,18,43,7,6,1174629,1911627,2007,04/15/2016 08:55:02 AM,41.91290024,-87.63388329,"(41.912900239, -87.633883286)"
890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,714,7,15,67,6,1164061,1864629,2007,04/15/2016 08:55:02 AM,41.78416303,-87.674033,"(41.784163028, -87.674032995)"
4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,FALSE,TRUE,323,3,6,69,26,1181506,1856478,2007,04/15/2016 08:55:02 AM,41.76141102,-87.61032457,"(41.761411015, -87.610324569)"
1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,423,4,7,46,14,1194634,1849545,2007,04/15/2016 08:55:02 AM,41.74207346,-87.56243783,"(41.742073459, -87.562437826)"
890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,2332,19,44,6,6,1171702,1921043,2007,04/15/2016 08:55:02 AM,41.93880317,-87.64435834,"(41.938803166, -87.644358344)"
2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,2132,2,4,41,26,1188055,1870806,2007,04/15/2016 08:55:02 AM,41.80057463,-87.58586577,"(41.800574632, -87.585865769)"
810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1911,19,47,4,6,1161122,1930522,2007,04/15/2016 08:55:02 AM,41.9650408,-87.68297801,"(41.965040804, -87.682978006)"
2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1421,14,35,24,26,1156567,1910789,2007,04/15/2016 08:55:02 AM,41.91098572,-87.70026145,"(41.910985722, -87.700261454)"
