year,boro,uhf,sex,risk,hivdx,concurrent,linked30d,linked60d,linked3m,linked12m,newdx_ret,vls_6m,VLS_12m,AIDS_12m,AIDS_24m,Med_CD4,hivdx_rate,AIDSdx,PLWDHI,incare,Ret,VLtest,VLS,PLWDHI_rate,Deaths,Death_rate
2011sep,Manhattan,Union Square - Lower East Side,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,2,96,95,88,95,74,.,0,0
2011sep,Manhattan,Union Square - Lower East Side,Male,All,73,15,44,56,59,63,55,.,.,1,1,.,.,45,1886,1752,1486,1737,1432,.,44,11.8
2011sep,Manhattan,Union Square - Lower East Side,Male,Heterosexual,1,0,0,0,0,1,1,.,.,0,0,.,.,3,91,86,76,85,59,.,1,12.3
2011sep,Manhattan,Union Square - Lower East Side,Male,Injection drug use history (IDU),2,0,1,1,1,1,0,.,.,0,0,.,.,3,234,227,207,225,179,.,21,25.6
2011sep,Manhattan,Union Square - Lower East Side,Male,MSM-IDU,3,1,2,2,2,2,1,.,.,0,0,.,.,3,81,80,70,79,50,.,3,9.8
2011sep,Manhattan,Union Square - Lower East Side,Male,Men who have sex with men (MSM),60,11,38,49,51,54,50,.,.,1,1,.,.,25,1174,1093,898,1082,908,.,15,9.1
2011sep,Manhattan,Union Square - Lower East Side,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,3,14,13,13,13,9,.,0,0
2011sep,Manhattan,Union Square - Lower East Side,Male,Unknown,7,3,3,4,5,5,3,.,.,0,0,.,.,8,288,250,219,250,224,.,4,6.4
2011sep,Manhattan,Upper East Side,All,All,33,6,15,21,22,26,23,.,.,1,2,.,.,15,929,859,705,850,757,.,22,10.5
2011sep,Manhattan,Upper East Side,Female,All,5,0,3,3,3,4,4,.,.,0,0,.,.,2,116,110,94,108,93,.,2,2.2
2011sep,Manhattan,Upper East Side,Female,Heterosexual,5,0,3,3,3,4,4,.,.,0,0,.,.,0,60,55,49,54,44,.,0,0
2011sep,Manhattan,Upper East Side,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,21,20,16,20,16,.,0,0
2011sep,Manhattan,Upper East Side,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,1,2,2,2,2,2,.,0,0
2011sep,Manhattan,Upper East Side,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,1,31,31,25,30,28,.,2,6.9
2011sep,Manhattan,Upper East Side,Male,All,28,6,12,18,19,22,19,.,.,1,2,.,.,13,813,749,611,742,664,.,20,11.4
2011sep,Manhattan,Upper East Side,Male,Heterosexual,2,1,1,2,2,2,1,.,.,1,1,.,.,0,32,28,19,28,25,.,0,0
2011sep,Manhattan,Upper East Side,Male,Injection drug use history (IDU),1,0,0,1,1,1,1,.,.,0,0,.,.,0,49,47,39,47,37,.,5,34.9
2011sep,Manhattan,Upper East Side,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,22,20,20,20,19,.,1,21.5
2011sep,Manhattan,Upper East Side,Male,Men who have sex with men (MSM),19,3,9,11,12,14,12,.,.,0,1,.,.,10,562,518,415,511,458,.,8,7.1
2011sep,Manhattan,Upper East Side,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,2,2,1,2,0,.,0,0
2011sep,Manhattan,Upper East Side,Male,Unknown,6,2,2,4,4,5,5,.,.,0,0,.,.,3,146,133,116,133,124,.,6,15.2
2011sep,Manhattan,Upper West Side,All,All,71,8,32,47,54,63,63,.,.,6,8,.,.,50,2136,1962,1674,1938,1521,.,43,8.9
2011sep,Manhattan,Upper West Side,Female,All,8,1,2,5,7,7,7,.,.,2,2,.,.,10,298,282,255,277,214,.,10,14.6
2011sep,Manhattan,Upper West Side,Female,Heterosexual,6,1,1,3,5,5,5,.,.,1,1,.,.,6,151,143,128,142,109,.,8,23.1
2011sep,Manhattan,Upper West Side,Female,Injection drug use history (IDU),1,0,0,1,1,1,1,.,.,1,1,.,.,1,47,45,40,44,28,.,0,0
2011sep,Manhattan,Upper West Side,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,13,8,7,8,12,.,0,0
2011sep,Manhattan,Upper West Side,Female,Unknown,1,0,1,1,1,1,1,.,.,0,0,.,.,3,84,84,78,81,63,.,2,13.6
2011sep,Manhattan,Upper West Side,Male,All,63,7,30,42,47,56,56,.,.,4,6,.,.,40,1839,1680,1419,1661,1307,.,33,7.9
2011sep,Manhattan,Upper West Side,Male,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,2,82,72,58,72,53,.,1,3.8
2011sep,Manhattan,Upper West Side,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,3,131,118,108,118,78,.,10,26.2
2011sep,Manhattan,Upper West Side,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,1,66,58,49,57,36,.,4,16.5
2011sep,Manhattan,Upper West Side,Male,Men who have sex with men (MSM),49,3,24,34,37,44,44,.,.,3,5,.,.,20,1238,1141,964,1131,931,.,12,4.8
2011sep,Manhattan,Upper West Side,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,13,12,11,12,8,.,0,0
2011sep,Manhattan,Upper West Side,Male,Unknown,14,4,6,8,10,12,12,.,.,1,1,.,.,14,309,279,229,271,201,.,6,8.5
2011sep,Manhattan,Washington Heights - Inwood,All,All,121,15,59,80,86,104,90,.,.,15,17,.,.,77,2996,2751,2344,2727,2083,.,48,9.6
2011sep,Manhattan,Washington Heights - Inwood,Female,All,13,0,6,10,11,12,9,.,.,4,4,.,.,7,606,560,487,556,411,.,7,7.1
2011sep,Manhattan,Washington Heights - Inwood,Female,Heterosexual,9,0,5,8,8,9,8,.,.,4,4,.,.,6,313,293,254,291,214,.,4,8.2
2011sep,Manhattan,Washington Heights - Inwood,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,104,100,93,99,62,.,3,16.9
2011sep,Manhattan,Washington Heights - Inwood,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,24,18,16,18,11,.,0,0
2011sep,Manhattan,Washington Heights - Inwood,Female,Unknown,4,0,1,2,3,3,1,.,.,0,0,.,.,1,155,147,123,146,113,.,0,0
2011sep,Manhattan,Washington Heights - Inwood,Male,All,108,15,53,70,75,92,81,.,.,11,13,.,.,70,2390,2191,1857,2171,1672,.,41,10.2
2011sep,Manhattan,Washington Heights - Inwood,Male,Heterosexual,4,1,1,1,2,4,4,.,.,1,1,.,.,4,155,137,121,136,111,.,2,3.5
2011sep,Manhattan,Washington Heights - Inwood,Male,Injection drug use history (IDU),2,0,1,1,2,2,2,.,.,1,1,.,.,3,175,168,151,166,107,.,9,13.8
2011sep,Manhattan,Washington Heights - Inwood,Male,MSM-IDU,3,1,0,1,1,3,3,.,.,0,0,.,.,2,74,66,55,65,40,.,3,11.4
2011sep,Manhattan,Washington Heights - Inwood,Male,Men who have sex with men (MSM),81,11,45,57,60,70,63,.,.,5,6,.,.,45,1488,1362,1137,1350,1055,.,11,4.7
2011sep,Manhattan,Washington Heights - Inwood,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,27,25,24,25,20,.,1,16.8
2011sep,Manhattan,Washington Heights - Inwood,Male,Unknown,18,2,6,10,10,13,9,.,.,4,5,.,.,16,468,430,366,426,336,.,15,13.1
2011sep,Queens,All,All,All,484,91,215,298,355,410,366,140,249,34,43,370,.,301,11302,10121,8455,9971,7410,.,194,9.4
2011sep,Queens,All,Female,All,98,22,46,62,68,81,72,37,50,7,9,430,.,82,3197,2841,2375,2796,2060,.,67,11.8
2011sep,Queens,All,Female,Heterosexual,83,21,40,55,60,72,67,33,46,7,9,382,.,64,1966,1739,1450,1711,1259,.,26,9.4
2011sep,Queens,All,Female,Injection drug use history (IDU),1,0,0,1,1,1,1,0,0,0,0,.,.,7,464,422,362,416,273,.,19,9.9
2011sep,Queens,All,Female,Perinatal,0,0,0,0,0,0,0,0,0,0,0,.,.,0,87,81,68,79,49,.,1,2.8
2011sep,Queens,All,Female,Unknown,14,1,6,6,7,8,4,4,4,0,0,430,.,10,665,584,480,576,466,.,21,14.7
2011sep,Queens,All,Male,All,386,69,169,236,287,329,294,103,199,27,34,361,.,219,8105,7280,6080,7175,5350,.,127,8.4
2011sep,Queens,All,Male,Heterosexual,26,8,8,12,17,19,19,6,16,2,2,178,.,18,860,758,635,749,559,.,13,9.2
2011sep,Queens,All,Male,Injection drug use history (IDU),9,6,4,5,7,8,6,5,5,1,1,83,.,19,906,813,696,796,525,.,37,9
2011sep,Queens,All,Male,MSM-IDU,4,0,3,3,4,4,4,1,2,0,1,.,.,5,280,248,211,246,148,.,1,2.5
2011sep,Queens,All,Male,Men who have sex with men (MSM),274,41,125,180,216,242,219,76,150,14,17,403,.,122,4218,3867,3238,3818,2974,.,40,5.7
2011sep,Queens,All,Male,Perinatal,0,0,0,0,0,0,0,0,0,0,0,.,.,2,105,89,78,89,41,.,0,0
2011sep,Queens,All,Male,Unknown,73,14,29,36,43,56,46,15,26,10,13,358,.,53,1712,1492,1213,1464,1093,.,36,11.4
2011sep,Queens,Bayside - Little Neck,All,All,6,0,2,2,4,5,4,.,.,1,1,.,.,2,96,86,72,85,67,.,4,20.1
2011sep,Queens,Bayside - Little Neck,Female,All,1,0,1,1,1,1,1,.,.,0,0,.,.,0,20,18,16,18,16,.,0,0
2011sep,Queens,Bayside - Little Neck,Female,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,0,16,14,13,14,14,.,0,0
2011sep,Queens,Bayside - Little Neck,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,1,1,1,1,1,.,0,0
2011sep,Queens,Bayside - Little Neck,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,0,0,0,0,0,.,0,0
2011sep,Queens,Bayside - Little Neck,Female,Unknown,1,0,1,1,1,1,1,.,.,0,0,.,.,0,3,3,2,3,1,.,0,0
2011sep,Queens,Bayside - Little Neck,Male,All,5,0,1,1,3,4,3,.,.,1,1,.,.,2,76,68,56,67,51,.,4,25
2011sep,Queens,Bayside - Little Neck,Male,Heterosexual,1,0,0,0,1,1,1,.,.,0,0,.,.,0,10,10,7,10,6,.,0,0
2011sep,Queens,Bayside - Little Neck,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,6,6,5,6,4,.,1,15.6
2011sep,Queens,Bayside - Little Neck,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,1,1,1,1,0,.,0,0
2011sep,Queens,Bayside - Little Neck,Male,Men who have sex with men (MSM),2,0,1,1,1,1,1,.,.,0,0,.,.,1,40,33,28,33,28,.,1,15.7
2011sep,Queens,Bayside - Little Neck,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,3,3,2,3,1,.,0,0
2011sep,Queens,Bayside - Little Neck,Male,Unknown,2,0,0,0,1,2,1,.,.,1,1,.,.,1,16,14,12,13,11,.,2,42.5
2011sep,Queens,Flushing - Clearview,All,All,18,6,7,12,12,14,12,.,.,0,0,.,.,13,406,363,308,359,306,.,10,15.8
2011sep,Queens,Flushing - Clearview,Female,All,3,3,2,3,3,3,3,.,.,0,0,.,.,5,124,104,88,104,81,.,4,15.1
2011sep,Queens,Flushing - Clearview,Female,Heterosexual,3,3,2,3,3,3,3,.,.,0,0,.,.,4,76,64,53,64,47,.,1,5.2
2011sep,Queens,Flushing - Clearview,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,1,15,15,15,15,12,.,1,8.3
2011sep,Queens,Flushing - Clearview,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,4,2,1,2,1,.,0,0
2011sep,Queens,Flushing - Clearview,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,0,30,23,19,23,21,.,2,34.7
2011sep,Queens,Flushing - Clearview,Male,All,15,3,5,9,9,11,9,.,.,0,0,.,.,8,282,259,220,255,225,.,6,14.3
2011sep,Queens,Flushing - Clearview,Male,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,1,31,28,26,28,23,.,0,0
2011sep,Queens,Flushing - Clearview,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,30,26,22,25,23,.,0,0
2011sep,Queens,Flushing - Clearview,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,8,8,6,8,4,.,0,0
2011sep,Queens,Flushing - Clearview,Male,Men who have sex with men (MSM),13,3,5,9,9,11,9,.,.,0,0,.,.,6,149,143,120,142,126,.,3,8
2011sep,Queens,Flushing - Clearview,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,2,2,2,2,2,.,0,0
2011sep,Queens,Flushing - Clearview,Male,Unknown,2,0,0,0,0,0,0,.,.,0,0,.,.,1,61,51,43,49,46,.,3,56.3
2011sep,Queens,Fresh Meadows,All,All,10,1,4,5,6,9,7,.,.,2,2,.,.,6,190,177,149,175,137,.,3,13.2
2011sep,Queens,Fresh Meadows,Female,All,2,1,1,1,1,1,1,.,.,0,0,.,.,1,93,84,74,83,60,.,1,6.5
2011sep,Queens,Fresh Meadows,Female,Heterosexual,2,1,1,1,1,1,1,.,.,0,0,.,.,1,56,49,42,48,34,.,0,0
2011sep,Queens,Fresh Meadows,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,12,11,10,11,7,.,1,24.9
2011sep,Queens,Fresh Meadows,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,3,3,3,3,1,.,0,0
2011sep,Queens,Fresh Meadows,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,0,21,21,19,21,18,.,0,0
2011sep,Queens,Fresh Meadows,Male,All,8,0,3,4,5,8,6,.,.,2,2,.,.,5,97,93,75,92,77,.,2,16.4
2011sep,Queens,Fresh Meadows,Male,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,1,7,7,6,7,7,.,1,57.4
2011sep,Queens,Fresh Meadows,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,7,7,7,7,6,.,0,0
2011sep,Queens,Fresh Meadows,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,1,1,1,1,1,.,0,0
2011sep,Queens,Fresh Meadows,Male,Men who have sex with men (MSM),4,0,3,3,4,4,4,.,.,1,1,.,.,0,43,43,33,43,35,.,0,0
2011sep,Queens,Fresh Meadows,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,2,2,2,2,2,.,0,0
2011sep,Queens,Fresh Meadows,Male,Unknown,4,0,0,1,1,4,2,.,.,1,1,.,.,4,36,32,26,31,25,.,1,24.6
2011sep,Queens,Jamaica,All,All,102,20,43,53,63,78,74,.,.,8,12,.,.,75,2141,1912,1596,1885,1403,.,58,13.7
2011sep,Queens,Jamaica,Female,All,27,6,13,15,15,17,15,.,.,1,2,.,.,24,853,753,636,741,571,.,24,14.8
2011sep,Queens,Jamaica,Female,Heterosexual,22,6,13,15,15,16,15,.,.,1,2,.,.,19,517,454,383,449,341,.,10,12.8
2011sep,Queens,Jamaica,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,2,112,108,97,108,86,.,6,7.5
2011sep,Queens,Jamaica,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,28,26,23,25,15,.,1,9.3
2011sep,Queens,Jamaica,Female,Unknown,5,0,0,0,0,1,0,.,.,0,0,.,.,3,192,161,129,155,126,.,7,14.1
2011sep,Queens,Jamaica,Male,All,75,14,30,38,48,61,59,.,.,7,10,.,.,51,1288,1159,960,1144,832,.,34,13.3
2011sep,Queens,Jamaica,Male,Heterosexual,7,1,1,1,3,3,3,.,.,1,1,.,.,3,167,153,133,152,118,.,4,11.3
2011sep,Queens,Jamaica,Male,Injection drug use history (IDU),3,2,2,2,2,2,2,.,.,0,0,.,.,8,172,155,134,153,118,.,10,13.4
2011sep,Queens,Jamaica,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,1,40,33,28,33,21,.,1,15.3
2011sep,Queens,Jamaica,Male,Men who have sex with men (MSM),42,5,17,24,29,38,38,.,.,2,3,.,.,24,526,482,383,475,329,.,7,10.1
2011sep,Queens,Jamaica,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,1,23,23,20,23,13,.,0,0
2011sep,Queens,Jamaica,Male,Unknown,23,6,10,11,14,18,16,.,.,4,6,.,.,14,349,309,260,304,229,.,12,16.4
2011sep,Queens,Long Island City - Astoria,All,All,59,5,29,38,45,53,48,.,.,3,4,.,.,30,1252,1136,961,1123,912,.,12,5.6
2011sep,Queens,Long Island City - Astoria,Female,All,5,1,2,3,3,5,5,.,.,1,1,.,.,6,225,178,159,175,132,.,8,14.1
2011sep,Queens,Long Island City - Astoria,Female,Heterosexual,5,1,2,3,3,5,5,.,.,1,1,.,.,4,144,107,92,104,76,.,4,16.1
2011sep,Queens,Long Island City - Astoria,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,22,16,16,16,10,.,2,11.3
2011sep,Queens,Long Island City - Astoria,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,6,6,6,6,5,.,0,0
2011sep,Queens,Long Island City - Astoria,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,2,52,48,44,48,40,.,2,9.2
2011sep,Queens,Long Island City - Astoria,Male,All,54,4,27,35,42,48,43,.,.,2,3,.,.,24,1027,958,802,948,780,.,4,2.9
2011sep,Queens,Long Island City - Astoria,Male,Heterosexual,3,0,0,0,1,2,2,.,.,0,0,.,.,0,58,54,45,54,46,.,0,0
2011sep,Queens,Long Island City - Astoria,Male,Injection drug use history (IDU),1,1,0,1,1,1,1,.,.,0,0,.,.,1,56,41,34,41,36,.,2,11.1
2011sep,Queens,Long Island City - Astoria,Male,MSM-IDU,1,0,1,1,1,1,1,.,.,0,0,.,.,0,32,29,22,29,24,.,0,0
2011sep,Queens,Long Island City - Astoria,Male,Men who have sex with men (MSM),43,3,23,30,36,40,35,.,.,2,3,.,.,21,726,690,577,682,555,.,1,0.7
2011sep,Queens,Long Island City - Astoria,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,4,4,3,4,2,.,0,0
2011sep,Queens,Long Island City - Astoria,Male,Unknown,6,0,3,3,3,4,4,.,.,0,0,.,.,2,150,139,120,137,114,.,1,1.3
2011sep,Queens,Ridgewood - Forest Hills,All,All,33,5,15,21,27,29,24,.,.,0,0,.,.,16,790,743,634,737,620,.,7,2.7
2011sep,Queens,Ridgewood - Forest Hills,Female,All,7,2,5,6,7,7,7,.,.,0,0,.,.,7,188,183,162,182,145,.,2,2.7
2011sep,Queens,Ridgewood - Forest Hills,Female,Heterosexual,6,1,4,5,6,6,6,.,.,0,0,.,.,5,123,120,107,119,98,.,1,2.4
2011sep,Queens,Ridgewood - Forest Hills,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,1,20,20,18,20,16,.,1,6.9
2011sep,Queens,Ridgewood - Forest Hills,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,9,8,7,8,6,.,0,0
2011sep,Queens,Ridgewood - Forest Hills,Female,Unknown,1,1,1,1,1,1,1,.,.,0,0,.,.,1,32,31,26,31,22,.,0,0
2011sep,Queens,Ridgewood - Forest Hills,Male,All,26,3,10,15,20,22,17,.,.,0,0,.,.,9,602,560,472,555,476,.,5,2.6
2011sep,Queens,Ridgewood - Forest Hills,Male,Heterosexual,0,0,0,0,0,0,0,.,.,0,0,.,.,0,54,50,43,49,46,.,0,0
2011sep,Queens,Ridgewood - Forest Hills,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,42,39,34,39,33,.,0,0
2011sep,Queens,Ridgewood - Forest Hills,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,19,16,15,16,12,.,0,0
2011sep,Queens,Ridgewood - Forest Hills,Male,Men who have sex with men (MSM),19,1,8,12,16,17,14,.,.,0,0,.,.,6,371,346,291,344,295,.,4,4
2011sep,Queens,Ridgewood - Forest Hills,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,9,9,8,9,4,.,0,0
2011sep,Queens,Ridgewood - Forest Hills,Male,Unknown,7,2,2,3,4,5,3,.,.,0,0,.,.,3,108,100,81,98,86,.,1,2.5
2011sep,Queens,Rockaway,All,All,29,11,13,21,24,26,21,.,.,0,1,.,.,25,845,738,584,716,512,.,32,22.9
2011sep,Queens,Rockaway,Female,All,11,2,4,6,7,9,7,.,.,0,1,.,.,9,357,315,248,303,213,.,16,33
2011sep,Queens,Rockaway,Female,Heterosexual,11,2,4,6,7,9,7,.,.,0,1,.,.,8,235,201,157,192,130,.,7,27.7
2011sep,Queens,Rockaway,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,42,42,35,41,27,.,3,40.3
2011sep,Queens,Rockaway,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,8,7,5,6,5,.,0,0
2011sep,Queens,Rockaway,Female,Unknown,0,0,0,0,0,0,0,.,.,0,0,.,.,1,70,63,49,62,49,.,6,42.7
2011sep,Queens,Rockaway,Male,All,18,9,9,15,17,17,14,.,.,0,0,.,.,16,488,423,336,413,299,.,16,17.1
2011sep,Queens,Rockaway,Male,Heterosexual,6,5,3,5,5,5,5,.,.,0,0,.,.,6,80,68,52,67,45,.,5,49.7
2011sep,Queens,Rockaway,Male,Injection drug use history (IDU),2,2,1,1,2,2,1,.,.,0,0,.,.,4,91,86,69,84,65,.,4,15.5
2011sep,Queens,Rockaway,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,0,23,19,17,19,14,.,0,0
2011sep,Queens,Rockaway,Male,Men who have sex with men (MSM),8,2,4,7,8,8,6,.,.,0,0,.,.,5,171,149,114,144,93,.,5,15.3
2011sep,Queens,Rockaway,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,7,3,2,3,0,.,0,0
2011sep,Queens,Rockaway,Male,Unknown,2,0,1,2,2,2,2,.,.,0,0,.,.,1,115,98,82,96,81,.,2,5.6
2011sep,Queens,Southeast Queens,All,All,31,8,13,17,19,25,23,.,.,2,2,.,.,16,752,675,560,662,503,.,18,11.7
2011sep,Queens,Southeast Queens,Female,All,10,2,3,4,4,8,8,.,.,2,2,.,.,5,346,314,269,308,238,.,5,12.5
2011sep,Queens,Southeast Queens,Female,Heterosexual,9,2,3,4,4,8,8,.,.,2,2,.,.,5,217,188,161,183,142,.,3,15.2
2011sep,Queens,Southeast Queens,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,0,30,30,27,29,23,.,1,4.8
2011sep,Queens,Southeast Queens,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,12,11,10,11,6,.,0,0
2011sep,Queens,Southeast Queens,Female,Unknown,1,0,0,0,0,0,0,.,.,0,0,.,.,0,85,83,69,83,64,.,1,9.6
2011sep,Queens,Southeast Queens,Male,All,21,6,10,13,15,17,15,.,.,0,0,.,.,11,407,361,291,354,265,.,13,10.7
2011sep,Queens,Southeast Queens,Male,Heterosexual,3,1,1,1,1,2,2,.,.,0,0,.,.,2,70,55,45,54,40,.,1,7.4
2011sep,Queens,Southeast Queens,Male,Injection drug use history (IDU),1,1,1,1,1,1,1,.,.,0,0,.,.,1,51,49,43,48,39,.,5,12
2011sep,Queens,Southeast Queens,Male,MSM-IDU,0,0,0,0,0,0,0,.,.,0,0,.,.,1,10,8,5,7,6,.,0,0
2011sep,Queens,Southeast Queens,Male,Men who have sex with men (MSM),13,2,5,8,10,10,9,.,.,0,0,.,.,4,145,127,101,125,90,.,3,10.1
2011sep,Queens,Southeast Queens,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,8,8,7,8,3,.,0,0
2011sep,Queens,Southeast Queens,Male,Unknown,4,2,3,3,3,4,3,.,.,0,0,.,.,3,121,112,89,110,85,.,4,7.4
2011sep,Queens,Southwest Queens,All,All,52,10,27,33,40,46,40,.,.,2,3,.,.,25,1191,1096,931,1083,875,.,19,7.9
2011sep,Queens,Southwest Queens,Female,All,13,3,9,11,12,13,9,.,.,0,0,.,.,8,327,314,263,312,250,.,6,6.7
2011sep,Queens,Southwest Queens,Female,Heterosexual,8,3,6,7,7,8,6,.,.,0,0,.,.,6,208,198,170,197,161,.,0,0
2011sep,Queens,Southwest Queens,Female,Injection drug use history (IDU),1,0,0,1,1,1,1,.,.,0,0,.,.,0,38,37,31,37,26,.,3,13.3
2011sep,Queens,Southwest Queens,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,7,7,5,7,5,.,0,0
2011sep,Queens,Southwest Queens,Female,Unknown,4,0,3,3,4,4,2,.,.,0,0,.,.,2,74,71,56,71,58,.,3,14.4
2011sep,Queens,Southwest Queens,Male,All,39,7,18,22,28,33,31,.,.,2,3,.,.,17,865,782,668,771,625,.,13,8.4
2011sep,Queens,Southwest Queens,Male,Heterosexual,2,0,1,2,2,2,2,.,.,0,0,.,.,1,95,85,68,84,65,.,2,7.5
2011sep,Queens,Southwest Queens,Male,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,1,92,87,78,86,73,.,5,16.8
2011sep,Queens,Southwest Queens,Male,MSM-IDU,1,0,1,1,1,1,1,.,.,0,0,.,.,0,19,19,17,18,15,.,0,0
2011sep,Queens,Southwest Queens,Male,Men who have sex with men (MSM),29,5,13,16,21,26,24,.,.,1,1,.,.,8,449,413,351,408,327,.,2,1.9
2011sep,Queens,Southwest Queens,Male,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,12,11,11,11,5,.,0,0
2011sep,Queens,Southwest Queens,Male,Unknown,7,2,3,3,4,4,4,.,.,1,2,.,.,7,195,165,141,162,137,.,4,14.2
2011sep,Queens,West Queens,All,All,143,25,62,96,115,125,113,.,.,16,18,.,.,92,3592,3160,2632,3111,2045,.,31,5.2
2011sep,Queens,West Queens,Female,All,19,2,6,12,15,17,16,.,.,3,3,.,.,17,645,566,452,558,345,.,1,0.4
2011sep,Queens,West Queens,Female,Heterosexual,17,2,5,11,14,16,16,.,.,3,3,.,.,12,358,334,265,331,207,.,0,0
2011sep,Queens,West Queens,Female,Injection drug use history (IDU),0,0,0,0,0,0,0,.,.,0,0,.,.,3,171,142,112,138,66,.,1,1.3
2011sep,Queens,West Queens,Female,Perinatal,0,0,0,0,0,0,0,.,.,0,0,.,.,0,11,11,8,11,5,.,0,0
2011sep,Queens,West Queens,Female,Unknown,2,0,1,1,1,1,0,.,.,0,0,.,.,1,104,78,66,77,66,.,0,0
2011sep,Queens,West Queens,Male,All,124,23,56,84,100,108,97,.,.,13,15,.,.,75,2947,2594,2180,2553,1700,.,30,6.1
2011sep,Queens,West Queens,Male,Heterosexual,4,1,2,3,4,4,4,.,.,1,1,.,.,4,284,245,207,241,159,.,0,0
2011sep,Queens,West Queens,Male,Injection drug use history (IDU),2,0,0,0,1,2,1,.,.,1,1,.,.,4,357,314,267,304,125,.,10,6.6
2011sep,Queens,West Queens,Male,MSM-IDU,2,0,1,1,2,2,2,.,.,0,1,.,.,3,126,113,98,113,50,.,0,0
2011sep,Queens,West Queens,Male,Men who have sex with men (MSM),100,20,46,70,82,87,79,.,.,8,9,.,.,46,1586,1431,1231,1412,1086,.,14,5.5
